gene	all_snps	covered_snps	line_208	line_313	binomial_p	binomial_FDR	covering_reads
FBgn0000003	0	0	0	0	1.0	1.0	0
FBgn0000008	44	0	0	0	1.0	1.0	2
FBgn0000014	8	0	0	0	1.0	1.0	2
FBgn0000015	16	0	0	0	1.0	1.0	0
FBgn0000017	10	0	0	0	1.0	1.0	24
FBgn0000018	11	1	1	1	1.0	1.0	17
FBgn0000022	0	0	0	0	1.0	1.0	0
FBgn0000024	8	1	0	1	1.0	1.0	30
FBgn0000028	6	0	0	0	1.0	1.0	0
FBgn0000032	14	5	3	9	0.14599609374999983	1.0	50
FBgn0000036	12	0	0	0	1.0	1.0	0
FBgn0000037	13	0	0	0	1.0	1.0	0
FBgn0000038	26	0	0	0	1.0	1.0	0
FBgn0000039	11	0	0	0	1.0	1.0	0
FBgn0000042	5	0	0	0	1.0	1.0	2883
FBgn0000043	0	0	0	0	1.0	1.0	202
FBgn0000044	15	4	28	46	0.04739297550405178	1.0	247
FBgn0000045	2	1	1	0	1.0	1.0	17
FBgn0000046	6	4	3	13	0.021270751953125007	1.0	167
FBgn0000047	3	0	0	0	1.0	1.0	1
FBgn0000052	43	0	0	0	1.0	1.0	4
FBgn0000053	52	2	2	0	0.5	1.0	3
FBgn0000054	1	1	0	1	1.0	1.0	44
FBgn0000055	15	0	0	0	1.0	1.0	0
FBgn0000056	10	0	0	0	1.0	1.0	0
FBgn0000057	10	1	2	0	0.5	1.0	26
FBgn0000061	3	0	0	0	1.0	1.0	0
FBgn0000063	9	0	0	0	1.0	1.0	1
FBgn0000064	8	4	38	40	0.9099464518745244	1.0	1013
FBgn0000071	2	0	0	0	1.0	1.0	0
FBgn0000075	20	0	0	0	1.0	1.0	0
FBgn0000077	8	3	6	6	1.0	1.0	45
FBgn0000078	2	2	63	147	6.464779819153579E-9	2.7464231751712734E-6	541
FBgn0000079	4	4	546	1223	1.405940144148056E-59	6.9683080011124815E-56	4810
FBgn0000083	10	6	12	4	0.07681274414062508	1.0	171
FBgn0000084	0	0	0	0	1.0	1.0	15
FBgn0000092	4	0	0	0	1.0	1.0	2
FBgn0000094	5	0	0	0	1.0	1.0	0
FBgn0000097	19	8	16	9	0.22952294349670413	1.0	84
FBgn0000099	20	0	0	0	1.0	1.0	0
FBgn0000100	0	0	0	0	1.0	1.0	2011
FBgn0000108	8	0	0	0	1.0	1.0	7
FBgn0000109	7	5	3	4	1.0	1.0	59
FBgn0000114	26	4	4	0	0.125	1.0	7
FBgn0000115	1	1	9	7	0.8036193847656253	1.0	122
FBgn0000116	13	7	32	20	0.12634707581392113	1.0	1605
FBgn0000117	3	2	13	11	0.6900379657745359	1.0	136
FBgn0000119	62	0	0	0	1.0	1.0	12
FBgn0000120	6	0	0	0	1.0	1.0	0
FBgn0000121	6	1	0	2	0.5	1.0	2
FBgn0000137	5	0	0	0	1.0	1.0	0
FBgn0000139	31	8	8	7	1.0	1.0	70
FBgn0000140	30	0	0	0	1.0	1.0	0
FBgn0000142	6	0	0	0	1.0	1.0	14
FBgn0000146	15	0	0	0	1.0	1.0	4
FBgn0000147	10	0	0	0	1.0	1.0	0
FBgn0000150	1	1	35	66	0.0026537860572285014	0.2856598351730812	670
FBgn0000152	15	2	2	2	1.0	1.0	21
FBgn0000153	13	0	0	0	1.0	1.0	0
FBgn0000157	0	0	0	0	1.0	1.0	0
FBgn0000158	0	0	0	0	1.0	1.0	0
FBgn0000163	20	0	0	0	1.0	1.0	7
FBgn0000166	3	0	0	0	1.0	1.0	1
FBgn0000171	0	0	0	0	1.0	1.0	13
FBgn0000173	3	2	6	11	0.33230590820312467	1.0	239
FBgn0000179	7	0	0	0	1.0	1.0	0
FBgn0000180	27	0	0	0	1.0	1.0	0
FBgn0000181	14	10	75	53	0.06300878260833415	1.0	903
FBgn0000182	18	0	0	0	1.0	1.0	2
FBgn0000183	13	2	0	6	0.031250000000000014	1.0	55
FBgn0000206	16	0	0	0	1.0	1.0	0
FBgn0000210	26	0	0	0	1.0	1.0	0
FBgn0000212	7	0	0	0	1.0	1.0	15
FBgn0000216	1	0	0	0	1.0	1.0	0
FBgn0000221	1	1	0	2	0.5	1.0	12
FBgn0000227	18	0	0	0	1.0	1.0	0
FBgn0000228	34	2	4	2	0.6875000000000004	1.0	39
FBgn0000229	22	2	6	2	0.2890625000000001	1.0	122
FBgn0000233	6	0	0	0	1.0	1.0	0
FBgn0000239	2	0	0	0	1.0	1.0	31
FBgn0000241	20	2	2	4	0.6875000000000004	1.0	2
FBgn0000242	10	0	0	0	1.0	1.0	2
FBgn0000244	22	1	1	3	0.6250000000000001	1.0	91
FBgn0000246	15	2	0	1	1.0	1.0	4
FBgn0000247	37	1	6	0	0.031250000000000014	1.0	17
FBgn0000250	11	2	5	3	0.7265625000000002	1.0	142
FBgn0000251	5	0	0	0	1.0	1.0	35
FBgn0000253	5	4	101	97	0.8312377211582067	1.0	1036
FBgn0000256	56	3	10	6	0.4544982910156253	1.0	78
FBgn0000257	9	0	0	0	1.0	1.0	25
FBgn0000258	0	0	0	0	1.0	1.0	199
FBgn0000259	10	1	0	3	0.25000000000000006	1.0	143
FBgn0000261	4	1	22	29	0.4010619910279376	1.0	455
FBgn0000273	38	0	0	0	1.0	1.0	5
FBgn0000274	3	0	0	0	1.0	1.0	0
FBgn0000276	10	0	0	0	1.0	1.0	0
FBgn0000277	8	0	0	0	1.0	1.0	0
FBgn0000278	5	0	0	0	1.0	1.0	0
FBgn0000279	2	0	0	0	1.0	1.0	0
FBgn0000280	1	0	0	0	1.0	1.0	0
FBgn0000281	7	0	0	0	1.0	1.0	0
FBgn0000283	10	2	5	1	0.21875	1.0	21
FBgn0000286	20	2	1	0	1.0	1.0	26
FBgn0000287	33	0	0	0	1.0	1.0	0
FBgn0000289	38	7	3	2	0.9999999999999998	1.0	37
FBgn0000299	9	0	0	0	1.0	1.0	1
FBgn0000303	28	0	0	0	1.0	1.0	0
FBgn0000307	36	0	0	0	1.0	1.0	4
FBgn0000308	0	0	0	0	1.0	1.0	578
FBgn0000313	18	0	0	0	1.0	1.0	0
FBgn0000316	0	0	0	0	1.0	1.0	0
FBgn0000317	46	0	0	0	1.0	1.0	4
FBgn0000318	3	3	23	47	0.005582667351023397	0.503082914196163	441
FBgn0000319	11	2	28	34	0.5257733601756501	1.0	203
FBgn0000320	17	0	0	0	1.0	1.0	0
FBgn0000326	22	6	7	11	0.48068237304687494	1.0	31
FBgn0000330	5	0	0	0	1.0	1.0	3
FBgn0000337	2	0	0	0	1.0	1.0	0
FBgn0000338	42	11	48	46	0.9179230673157427	1.0	236
FBgn0000339	4	4	11	41	3.58879161295179E-5	0.0076154011367835835	313
FBgn0000346	10	0	0	0	1.0	1.0	0
FBgn0000351	9	1	2	3	0.9999999999999998	1.0	1
FBgn0000352	12	1	2	0	0.5	1.0	6
FBgn0000355	2	0	0	0	1.0	1.0	1
FBgn0000356	3	0	0	0	1.0	1.0	2
FBgn0000357	3	3	0	3	0.25000000000000006	1.0	6
FBgn0000358	3	0	0	0	1.0	1.0	2
FBgn0000359	3	0	0	0	1.0	1.0	1
FBgn0000360	6	0	0	0	1.0	1.0	6
FBgn0000363	51	0	0	0	1.0	1.0	2
FBgn0000370	7	5	23	21	0.8803958212806717	1.0	579
FBgn0000376	18	0	0	0	1.0	1.0	15
FBgn0000377	10	4	4	4	1.0	1.0	28
FBgn0000382	34	0	0	0	1.0	1.0	30
FBgn0000384	1	1	0	5	0.0625	1.0	24
FBgn0000392	11	1	2	3	0.9999999999999998	1.0	26
FBgn0000394	0	0	0	0	1.0	1.0	3
FBgn0000395	19	2	0	2	0.5	1.0	14
FBgn0000404	14	1	0	2	0.5	1.0	8
FBgn0000405	20	0	0	0	1.0	1.0	8
FBgn0000406	5	2	1	0	1.0	1.0	21
FBgn0000409	5	4	160	134	0.14470430047957883	1.0	673
FBgn0000411	4	0	0	0	1.0	1.0	0
FBgn0000412	2	0	0	0	1.0	1.0	82
FBgn0000413	4	0	0	0	1.0	1.0	40
FBgn0000414	32	0	0	0	1.0	1.0	0
FBgn0000416	8	2	76	66	0.4502079923492321	1.0	943
FBgn0000422	8	0	0	0	1.0	1.0	4
FBgn0000426	0	0	0	0	1.0	1.0	31
FBgn0000427	3	0	0	0	1.0	1.0	1
FBgn0000439	3	0	0	0	1.0	1.0	0
FBgn0000442	17	0	0	0	1.0	1.0	5
FBgn0000447	1	0	0	0	1.0	1.0	80
FBgn0000448	46	0	0	0	1.0	1.0	1
FBgn0000449	7	2	1	0	1.0	1.0	1
FBgn0000451	16	0	0	0	1.0	1.0	1
FBgn0000454	10	3	17	26	0.2220528201560228	1.0	520
FBgn0000455	10	5	33	33	1.0	1.0	382
FBgn0000459	0	0	0	0	1.0	1.0	7
FBgn0000463	19	2	3	0	0.25000000000000006	1.0	9
FBgn0000464	17	0	0	0	1.0	1.0	3
FBgn0000472	6	1	8	4	0.3876953125000001	1.0	238
FBgn0000473	8	5	141	45	1.0020920854832525E-12	6.772776008659309E-10	581
