gene	all_snps	covered_snps	line_379	line_486	binomial_p	binomial_FDR	covering_reads
FBgn0000003	0	0	0	0	1.0	1.0	0
FBgn0000008	35	0	0	0	1.0	1.0	0
FBgn0000014	8	0	0	0	1.0	1.0	0
FBgn0000015	26	0	0	0	1.0	1.0	0
FBgn0000017	8	0	0	0	1.0	1.0	27
FBgn0000018	0	0	0	0	1.0	1.0	16
FBgn0000022	0	0	0	0	1.0	1.0	0
FBgn0000024	11	4	3	3	1.0	1.0	32
FBgn0000028	2	0	0	0	1.0	1.0	0
FBgn0000032	0	0	0	0	1.0	1.0	35
FBgn0000036	14	0	0	0	1.0	1.0	0
FBgn0000037	2	0	0	0	1.0	1.0	0
FBgn0000038	9	0	0	0	1.0	1.0	0
FBgn0000039	7	0	0	0	1.0	1.0	0
FBgn0000042	0	0	0	0	1.0	1.0	1474
FBgn0000043	1	0	0	0	1.0	1.0	170
FBgn0000044	10	4	4	2	0.6875000000000004	1.0	244
FBgn0000045	0	0	0	0	1.0	1.0	18
FBgn0000046	14	6	11	14	0.690037965774536	1.0	116
FBgn0000047	2	0	0	0	1.0	1.0	3
FBgn0000052	20	0	0	0	1.0	1.0	7
FBgn0000053	48	7	0	5	0.0625	1.0	8
FBgn0000054	2	2	4	3	1.0	1.0	44
FBgn0000055	2	0	0	0	1.0	1.0	0
FBgn0000056	2	0	0	0	1.0	1.0	0
FBgn0000057	2	2	3	2	0.9999999999999998	1.0	12
FBgn0000061	1	0	0	0	1.0	1.0	0
FBgn0000063	6	2	0	1	1.0	1.0	5
FBgn0000064	11	3	74	70	0.8026933550697284	1.0	813
FBgn0000071	3	0	0	0	1.0	1.0	0
FBgn0000075	0	0	0	0	1.0	1.0	2
FBgn0000077	0	0	0	0	1.0	1.0	40
FBgn0000078	7	0	0	0	1.0	1.0	548
FBgn0000079	1	0	0	0	1.0	1.0	6275
FBgn0000083	4	2	11	7	0.48068237304687494	1.0	153
FBgn0000084	0	0	0	0	1.0	1.0	11
FBgn0000092	7	0	0	0	1.0	1.0	0
FBgn0000094	2	0	0	0	1.0	1.0	0
FBgn0000097	20	3	3	3	1.0	1.0	53
FBgn0000099	20	0	0	0	1.0	1.0	0
FBgn0000100	0	0	0	0	1.0	1.0	1391
FBgn0000108	9	0	0	0	1.0	1.0	0
FBgn0000109	11	6	7	8	1.0	1.0	33
FBgn0000114	8	0	0	0	1.0	1.0	6
FBgn0000115	1	1	6	2	0.2890625000000001	1.0	52
FBgn0000116	18	6	4	6	0.7539062500000002	1.0	1748
FBgn0000117	0	0	0	0	1.0	1.0	128
FBgn0000119	21	1	1	0	1.0	1.0	14
FBgn0000120	2	0	0	0	1.0	1.0	0
FBgn0000121	13	0	0	0	1.0	1.0	0
FBgn0000137	10	0	0	0	1.0	1.0	0
FBgn0000139	14	7	20	18	0.8714146793645343	1.0	95
FBgn0000140	2	0	0	0	1.0	1.0	0
FBgn0000142	21	3	1	1	1.0	1.0	5
FBgn0000146	7	0	0	0	1.0	1.0	0
FBgn0000147	9	0	0	0	1.0	1.0	0
FBgn0000150	0	0	0	0	1.0	1.0	416
FBgn0000152	14	2	2	1	0.6250000000000002	1.0	8
FBgn0000153	14	0	0	0	1.0	1.0	0
FBgn0000157	0	0	0	0	1.0	1.0	2
FBgn0000158	10	0	0	0	1.0	1.0	0
FBgn0000163	30	2	1	1	1.0	1.0	5
FBgn0000166	1	0	0	0	1.0	1.0	0
FBgn0000171	0	0	0	0	1.0	1.0	3
FBgn0000173	0	0	0	0	1.0	1.0	146
FBgn0000179	13	0	0	0	1.0	1.0	0
FBgn0000180	31	0	0	0	1.0	1.0	0
FBgn0000181	15	12	62	69	0.6002946177102675	1.0	638
FBgn0000182	15	0	0	0	1.0	1.0	0
FBgn0000183	6	2	4	5	1.0	1.0	50
FBgn0000206	12	0	0	0	1.0	1.0	0
FBgn0000210	12	0	0	0	1.0	1.0	0
FBgn0000212	22	2	0	1	1.0	1.0	17
FBgn0000216	7	0	0	0	1.0	1.0	0
FBgn0000221	8	2	2	1	0.6250000000000002	1.0	3
FBgn0000227	17	0	0	0	1.0	1.0	0
FBgn0000228	48	4	0	2	0.5	1.0	20
FBgn0000229	25	2	3	1	0.6250000000000001	1.0	90
FBgn0000233	8	0	0	0	1.0	1.0	0
FBgn0000239	4	0	0	0	1.0	1.0	16
FBgn0000241	19	2	2	2	1.0	1.0	0
FBgn0000242	8	0	0	0	1.0	1.0	4
FBgn0000244	27	6	1	2	1.0	1.0	53
FBgn0000246	12	2	0	1	1.0	1.0	1
FBgn0000247	44	2	2	5	0.45312499999999994	1.0	14
FBgn0000250	12	7	10	6	0.4544982910156253	1.0	140
FBgn0000251	18	2	4	1	0.3749999999999999	1.0	46
FBgn0000253	4	3	10	8	0.8145294189453125	1.0	539
FBgn0000256	39	0	0	0	1.0	1.0	81
FBgn0000257	14	2	3	0	0.25000000000000006	1.0	14
FBgn0000258	5	2	2	0	0.5	1.0	101
